id,question,options,image,decoded_image,answer,solution,level,subject
523,"The number of black diamonds <image1> and white diamonds <image2> follow a fixed system. In the picture the first 3 levels are shown. Each level (from the $2^{\text{nd}}$ level) has one row more than the level before. For each level the following applies: In the last row both of the outermost diamonds are white, all other diamonds are black. How many black diamonds are there in level 6?
<image3>",[],images/523.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=719x514 at 0x7CE8DABF0BD0>,26,,2,algebra
527,"Albin has put each of the digits from 1 to 9 in the fields of the table. In the diagram only 4 of these digits are visible. For the field containing the number 5, Albin noticed that the sum of the numbers in the neighbouring fields is 13. (neighbouring fields are fields which share a side). He noticed exactly the same for the field containing the digit 6 . Which digit had Albin written in the grey field?
<image1>",[],images/527.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=469x465 at 0x7CE8DABF26D0>,8,,2,algebra
528,<image1>,[],images/528.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1370x188 at 0x7CE8DABF2DD0>,15,,3,arithmetic
529,"Florian has 10 identical metal strips, each with the same amount of holes (picture above). He bolts these strips in pairs. That way he gets the 5 long strips in the picture below. Which of the long strips is the longest?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/529.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=960x883 at 0x7CE8DABF3490>,A,,3,arithmetic
530,"In kangaroo land you pay with ""Kangas"". Lucy has a few Kangas in her purse. She buys a ball and pays 7 Kangas. How many Kangas does she have left over, after she has paid fort he ball?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/530.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1638x662 at 0x7CE8DABF3B50>,B,,3,arithmetic
531,"Which number is hidden behind the square?
<image1>",[],images/531.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=366x220 at 0x7CE8DABFC210>,6,,2,algebra
532,"The word Kangaroo is written on the top of my umbrella. Which of the 5 pictures shows my umbrella
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/532.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1317x649 at 0x7CE8DABFC890>,A,,5,descriptive geometry
533,"9 points, numbered 1 to 9 are marked on a circle. Point 1 is joined to point 3, 3 to 5. Continue the drawing, always joining to the next but one point along. Which drawing do you get if you keep going until you get back to point 1?
<image1>
<image2>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/533.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1285x1368 at 0x7CE8DABFD050>,E,,2,combinatorial geometry
535,"Julia folds the paper net pictured on the right, into a cube. Which number is on the face that is opposite to the face with the number 3?
<image1>",[],images/535.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=226x287 at 0x7CE8DABFDD10>,6,,5,descriptive geometry
536,"Jack makes a cube from 27 small cubes. The small cubes are either grey or white as shown in the diagram. Two small cubes with the same colour are not allowed to be placed next to each other. How many small, white cubes has Jack used?
<image1>",[],images/536.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=300x293 at 0x7CE8DABFE390>,13,,5,descriptive geometry
538,"Two of the 5 ladybirds in the picture are always friends with each other if the difference between their number of dots is exactly 1. Today every ladybird has sent an SMS to each of their friends. How many SMS messages were sent?
<image1>",[],images/538.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=592x354 at 0x7CE8DABFF110>,6,,3,combinatorics
539,"There are 10 balls, numbered 0 to 9 in a basket. John and George play a game. Each person is allowed to take three balls from the basket and calculate the total of the numbers on the balls. What is the biggest possible difference between the john and Georges totals?
<image1>",[],images/539.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=540x217 at 0x7CE8DABFF7D0>,21,,2,algebra
540,"Luca wants to cut the shape in figure 1 into equally sized small triangles (like those in figure 2). One of these triangles is already drawn on figure 1. How many of these triangles will he get?
<image1>",[],images/540.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=653x338 at 0x7CE8DABFFE50>,15,,2,combinatorial geometry
541,"Some of the small squares on each of the square transparencies have been coloured black. If you slide the three transparencies on top of each other, without lifting them from the table, a new pattern can be seen. What is the maximum number of black squares which could be seen in the new pattern?
<image1>",[],images/541.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=549x226 at 0x7CE8DAC004D0>,8,,5,descriptive geometry
542,"The numbers $1,2,3,4$ and 9 are written into the squares on the following figure. The sum of the three numbers in the horizontal row, should be the same as the sum of the three numbers in the vertical column. Which number is written in the middle?
<image1>",[],images/542.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=349x343 at 0x7CE8DAC00B50>,9,,3,arithmetic
543,"The shape in the picture is to be split into three identical pieces. What does one of these pieces look like?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/543.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1597x792 at 0x7CE8DAC011D0>,A,,2,combinatorial geometry
546,"Thomas drew a pig and a shark. He cuts each animal into three pieces. Then he takes one of the two heads, one of the two middle sections and one of the two tails and lays them together to make another animal. How many different animals can he make in this way?
<image1>",[],images/546.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=858x274 at 0x7CE8DAC02610>,8,,3,combinatorics
547,"Amy, Bert, Carl, Doris and Ernst each throw two dice. Who has got the biggest total altogether?
<image1>","['Amy', 'Bert', 'Carl', 'Doris', 'Ernst']",images/547.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1428x228 at 0x7CE8DAC02E10>,E,,3,arithmetic
548,"<image1>
What is the final result?",[],images/548.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=503x361 at 0x7CE8DAC034D0>,24,,3,arithmetic
551,"Part of a rectangle is hidden by a curtain. The hidden part is a
<image1>","['triangle', 'square', 'hexagon', 'circle', 'rectangle']",images/551.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=472x471 at 0x7CE8DAC0CBD0>,A,,5,descriptive geometry
552,"Which of the following sentences fits to the picture?
<image1>","['There are equally many circles as squares.', 'There are fewer circles than triangles.', 'There are twice as many circles as triangles.', 'There are more squares than triangles.', 'There are two more triangles than circles.']",images/552.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=408x402 at 0x7CE8DAC0D290>,C,,2,counting
553,"A mouse wants to escape a labyrinth. On her way out she is only allowed to go through each opening once at most. How many different ways can the mouse choose to go to get outside?
<image1>",[],images/553.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=934x542 at 0x7CE8DAC0D910>,4,,2,graph theory
554,"In the middle of the big diagram one piece is missing and should be replaced. You are only allowed to do this by connecting light-grey lines with light-grey lines, dark-grey lines with dark-grey lines and black lines with black lines. Which piece fits?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/554.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1043x670 at 0x7CE8DAC0DFD0>,B,,2,combinatorial geometry
555,"Five children each have a black square, a grey triangle and a white circle made up of paper. The children place the three shapes on top of each other as seen in the pictures. In how many pictures was the triangles placed after the square?
<image1>",[],images/555.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1504x278 at 0x7CE8DAC0E650>,3,,5,descriptive geometry
557,"Hannes has a game board with 11 spaces. He places one coin each on eight spaces that lie next to each other. He can choose on which space to place his first coin. No matter where Hannes starts some spaces will definitely be filled. How many spaces will definitely be filled?
<image1>",[],images/557.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=647x222 at 0x7CE8DAC0F350>,5,,2,combinatorial geometry
558,"A card has a diagram printed on one side and the other side is plain white. The card is first flipped over to the left and then upwards (see diagram). Which picture do you get this way?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/558.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1286x837 at 0x7CE8DAC0FA10>,A,,1,transformation geometry
560,"Leo has built a stick made up of 27 building blocks.
<image1>
He splits the stick into two pieces in a way so that one part is twice as long as the other. He keeps repeating this again and again. He takes one of the two pieces and splits it up so that one piece is twice as long as the other. Which of the following pieces can never result in this way?
<image2>","['A', 'B', 'C', 'D', 'E']",images/560.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1619x538 at 0x7CE8DAC107D0>,E,,2,combinatorial geometry
561,"Five sparrows on a rope look in one or the other direction (see diagram). Every sparrow whistles as many times as the number of sparrows he can see in front of him. Azra therefore whistles four times. Then one sparrow turns in the opposite direction and again all sparrows whistle according to the same rule. The second time the sparrows whistle more often in total than the first time. Which sparrow has turned around?
<image1>","['Azra', 'Bernhard', 'Christa', 'David', 'Elsa']",images/561.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1368x329 at 0x7CE8DAC10FD0>,B,,2,logic
562,"Which one of the domino piece's A to $E$ has to be placed in between the shown pieces, so that both calculations are correct?
<image1>
<image2>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/562.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1880x624 at 0x7CE8DAC11810>,D,,2,algebra
563,"If John looks out the window he can see half of the kangaroos in the park. How many kangaroos in total are there in the park?
<image1>",[],images/563.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=381x250 at 0x7CE8DAC11ED0>,12,,3,arithmetic
564,"Two square sheets are made up of seethrough and black little squares. Both are placed on top of each other onto the sheet in the middle. Which shape can then still be seen?
<image1>
<image2>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/564.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1243x606 at 0x7CE8DAC12690>,E,,5,descriptive geometry
565,"The picture above rotated. The picture below shows the new position after the rotation. Which footprints are missing after the rotation?
<image1>
<image2>
<image3>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/565.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1180x929 at 0x7CE8DAC12E90>,C,,1,transformation geometry
566,"How many white squares need to be coloured in black, so that there are exactly twice as many white squares as there are black squares?
<image1>",[],images/566.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=296x216 at 0x7CE8DAC13510>,3,,2,counting
567,"Which number is hidden behind the panda?
<image1>",[],images/567.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1341x236 at 0x7CE8DAC13BD0>,16,,3,arithmetic
569,"This picture shows you Anna's house from the front: At the back it has three windows but no door. Which picture shows Anna's house from the back?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/569.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1710x710 at 0x7CE8DAC1CA90>,E,,5,descriptive geometry
570,"Every box shows the result of the addition of the numbers on the very left and on the very top (for example: $6+2=8$ ). Which number is written behind the question mark?
<image1>",[],images/570.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=361x266 at 0x7CE8DAC1D150>,15,,3,arithmetic
571,"Bob folds a piece of paper, then punches a hole into the paper and unfolds it again. The unfolded paper then looks like this:
<image1>
Along which dotted line has Bob folded the paper beforehand?
<image2>","['A', 'B', 'C', 'D', 'E']",images/571.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1726x704 at 0x7CE8DAC1D810>,C,,1,transformation geometry
572,"Ben wants to cut out two identical pieces out of the $4 \times 3$ grid. For which of the following shapes can he not achieve that?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/572.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1642x558 at 0x7CE8DAC1DE90>,A,,2,combinatorial geometry
573,"Which number must be written into the circle with the question mark so that the calculation is correct?
<image1>",[],images/573.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=386x333 at 0x7CE8DAC1E510>,9,,2,algebra
574,"Max builds this construction using some small equally big cubes. If he looks at his construction from above, the plan on the right tells the number of cubes in every tower. How big is the sum of the numbers covered by the two hearts?
<image1>",[],images/574.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=659x396 at 0x7CE8DAC1EB50>,5,,5,descriptive geometry
575,"Georg starts his training at 5 o'clock in the afternoon. It takes him 5 minutes to get to the bus stop. The bus journey takes 15 minutes. Then he has to walk for 5 minutes to get to the pitch. The bus comes at 6 o'clock in the morning for the first time and then every 10 minutes. What is the latest possible time he has to leave the house in order to be at the pitch on time?
<image1>","['A', 'B', 'C', 'D', 'E']",images/575.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1617x341 at 0x7CE8DAC1F250>,A,,2,algebra
576,"Five boys share 10 bags of marbles between themselves. Everyone gets exactly two bags:
<image1>
Alex gets 5 marbles, Bob 7, Charles 9 and Dennis 15. Eric gets the two bags that are left over. How many marbles does he get?",[],images/576.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1607x282 at 0x7CE8DAC1F950>,19,,3,arithmetic
577,"Kate has four flowers, which have $6,7,8$ and 11 petals respectively. She now tears off one petal from each of three different flowers. She repeats this until it is no longer possible to tear off one petal from each of three different flowers. What is the minimum number of petals left over?
<image1>",[],images/577.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=790x343 at 0x7CE8DAC2C050>,2,,2,algebra
578,"Leonie has hidden a Smiley behind some of the grey boxes. The numbers state how many Smileys there are in the neighbouring boxes. Two boxes are neighbouring if they have one side or one corner in common. How many Smileys has Leonie hidden?
<image1>",[],images/578.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=396x362 at 0x7CE8DAC2C6D0>,5,,2,logic
579,"As seen in the diagram, 3 darts are flying towards 9 fixed balloons. If a balloon is hit by a dart, it bursts and the dart continues in the same direction it had beforehand. How many balloons are hit by the darts?
<image1>",[],images/579.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=868x500 at 0x7CE8DAC2CD50>,6,,2,counting
580,"The diagram shows a wooden block with 5 screws. 4 of which are equally long, one screw is shorter.
<image1>
Which is the shorter screw?",[],images/580.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=401x419 at 0x7CE8DAC2D390>,5,,5,descriptive geometry
581,"Leonie has one stamp for each of the digits $0,1,2,3,4,5,6,7,8,9$. Using them, she stamps the date of the kangaroocompetition. How many of the stamps does Leonie use to do that?
<image1>",[],images/581.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=871x168 at 0x7CE8DAC2DA50>,6,,2,counting
582,"On the right you can see a picture of ladybird Sophie. Sophie turns. Which of the pictures below is not Sophie?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/582.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1600x526 at 0x7CE8DAC2E110>,D,,1,transformation geometry
583,"Lucy folds a piece of paper exactly half way and then cuts out a figure:
<image1>
Then she unfolds the paper again. Which of the five pictures can she see?
<image2>","['A', 'B', 'C', 'D', 'E']",images/583.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1682x506 at 0x7CE8DAC2E790>,D,,1,transformation geometry
584,"Mike sets the table for 8 people: The fork has to lie to the left and the knife to the right of the plate. For how many people is the cutlery set correctly?
<image1>",[],images/584.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=605x352 at 0x7CE8DAC2EE10>,5,,2,counting
585,"Using these tiles <image1> Robert makes different patterns. How many of the patterns shown below can he make?
<image2>",[],images/585.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1148x511 at 0x7CE8DAC2F450>,4,,2,combinatorial geometry
586,"Diana shoots 3 darts, three times at a target board with two fields. The first time she scores 12 points, the second time 15. The number of points depends on which field she has hit. How many points does she score the third time?
<image1>",[],images/586.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=715x372 at 0x7CE8DAC2FB10>,21,,2,algebra
587,"<image1>
Albert places these 5 figures <image2>, <image3>, <image4>, <image5>, <image6> on a 5x5-grid. Each figure is only allowed to appear once in every column and in every row. Which figure does Albert have to place on the field with the question mark?
<image7>","['A', 'B', 'C', 'D', 'E']",images/587.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1223x1341 at 0x7CE8DAC34210>,A,,2,logic
588,"Tom wants to completely cover his paper boat using the shapes
<image1>
What is the smallest number of shapes he needs for that?
<image2>",[],images/588.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=569x411 at 0x7CE8DAC34850>,6,,2,combinatorial geometry
590,"<image1>
Felix the rabbit has 20 carrots. Every day he eats 2 of them. He has eaten the 12th carrot on a Wednesday. On which day of the week did he start eating the carrots?","['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",images/590.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=177x228 at 0x7CE8DAC35710>,E,,3,arithmetic
591,"A rose bush has 8 flowers on which butterflies and dragonflies are sitting. On every flower there is at most one insect sitting on it. More than half of the flowers are occupied. The number of butterflies is twice as big as the number of dragonflies. How many butterflies are sitting on the rose blossoms?
<image1>",[],images/591.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=376x222 at 0x7CE8DAC35D90>,4,,3,arithmetic
592,"<image1>
The map shows the roundtrip that Captain Bluebear covers during his journey. Three distances are given on the map. He sails from island to island and starts at the island Berg. In total he covers a distance of $100 \mathrm{~km}$. The distances between the islands Wüste and Wald is equal to the distance between the islands Berg and Blume via Vulkan. How big is the distance between Berg and Wald?","['$17 \\mathrm{~km}$', '$23 \\mathrm{~km}$', '$26 \\mathrm{~km}$', '$33 \\mathrm{~km}$', '$35 \\mathrm{~km}$']",images/592.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=908x597 at 0x7CE8DAC36450>,D,,2,algebra
593,"Tobias glues 10 cubes together so that the following object is formed: He paints all of it, even the bottom. How many cubes then have exactly 4 faces coloured in?
<image1>",[],images/593.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=497x428 at 0x7CE8DAC36AD0>,8,,2,counting
594,"The big rectangle consists of various squares of different sizes. Each of the three smallest squares has area 1. How big is the area of the big rectangle?
<image1>",[],images/594.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=300x451 at 0x7CE8DAC37150>,77,,2,combinatorial geometry
595,"The rooms in Kanga's house are numbered. Eva enters the house through the main entrance. Eva has to walk through the rooms in such a way that each room that she enters has a number higher than the previous one. Through which door does Eva leave the house?
<image1>","['A', 'B', 'C', 'D', 'E']",images/595.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=471x625 at 0x7CE8DAC37850>,D,,2,graph theory
596,"The symbols <image1> <image2> <image3> <image4> <image5> stand for one of the digits 1, 2, 3, 4 or 5. It is known that
<image6>
Which symbol stands for the digit 3?
<image7>","['A', 'B', 'C', 'D', 'E']",images/596.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1704x1333 at 0x7CE8DAC37F10>,A,,2,algebra
597,"A belt can be joined together in 5 different ways.
<image1>
How many $\mathrm{cm}$ is the belt longer if it is only closed in the first hole instead of in all 5 holes?
<image2>","['$4 \\mathrm{~cm}$', '$8 \\mathrm{~cm}$', '$10 \\mathrm{~cm}$', '$16 \\mathrm{~cm}$', '$20 \\mathrm{~cm}$']",images/597.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1254x663 at 0x7CE8DAC48610>,B,,3,arithmetic
598,"A decorated glass tile is mirrored several times along the boldly printed edge. The first mirror image is shown.
<image1>
What does the tile on the far right look like after the third reflection?
<image2>","['A', 'B', 'C', 'D', 'E']",images/598.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1727x909 at 0x7CE8DAC48C90>,B,,1,transformation geometry
599,"Lea should write the numbers 1 to 7 in the fields of the given figure. There is only one number allowed in every field. Two consecutive numbers are not allowed to be in adjacent fields. Two fields are adjacent if they have one edge or one corner in common. Which numbers can she write into the field with the question mark?
<image1>","['all 7 numbers', 'only odd numbers', 'only even numbers', 'the number 4', 'the numbers 1 or 7']",images/599.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=444x351 at 0x7CE8DAC493D0>,E,,2,logic
600,"Each of the four balls weighs either 10 or 20 or 30 or 40 grams. Which ball weighs 30 grams?
<image1>","['A', 'B', 'C', 'D', 'It can be A or B.']",images/600.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1115x454 at 0x7CE8DAC49A90>,C,,2,logic
601,"The higher someone stands on the podium, the better the ranking. Which number got third place?
<image1>",[],images/601.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=374x305 at 0x7CE8DAC4A110>,5,,3,combinatorics
602,"The diagram <image1> shows the number 8. A dot stands for the number 1 and a line for the number 5. Which diagram represents the number 12?
<image2>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/602.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1674x440 at 0x7CE8DAC4A910>,C,,3,arithmetic
603,"There are two holes in the cover of a book. The book lies on the table opened up (see diagram).
<image1>
After closing up the book which vehicles can Olaf see?
<image2>","['A', 'B', 'C', 'D', 'E']",images/603.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1734x773 at 0x7CE8DAC4AF90>,D,,5,descriptive geometry
604,"Three people walked through the snow in their winter boots. In which order did they walk through the snow?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/604.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1723x839 at 0x7CE8DAC4B610>,A,,5,descriptive geometry
605,"Karina cuts out a piece of this form <image1> from the diagram on the right. Which one of the following pieces can she cut out?
<image2>
<image3>","['(A)', '(B)', '(C)', '(D)', '(E)']",images/605.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1281x809 at 0x7CE8DAC4BE10>,B,,2,combinatorial geometry
606,"Using the connected sticks shown, Pia forms different shapes. Which shape can she not make?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/606.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1800x654 at 0x7CE8DAC4C4D0>,D,,2,combinatorial geometry
607,"Which number goes into the field with the question mark, if all calculations are solved correctly?
<image1>",[],images/607.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=393x367 at 0x7CE8DAC4CB50>,5,,3,arithmetic
609,"Dennis takes off one of the squares of this shape <image1>
How many of these 5 shapes can he get?
<image2>",[],images/609.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1016x566 at 0x7CE8DAC4D850>,3,,2,combinatorial geometry
610,"Mother halves the birthday cake. One half she then halves again. Of that she again halves one of the smaller pieces. Of these smaller pieces she once more halves one of them (see diagram). One of the two smallest pieces weighs $100 \mathrm{~g}$.
How much does the entire cake weigh?
<image1>","['$600 \\mathrm{~g}$', '$800 \\mathrm{~g}$', '$1200 \\mathrm{~g}$', '$1600 \\mathrm{~g}$', '$2000 \\mathrm{~g}$']",images/610.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=605x378 at 0x7CE8DAC4DF10>,D,,2,algebra
611,"All dogs are equally heavy.
<image1>
How much could one dog weigh?","['$7 \\mathrm{~kg}$', '$8 \\mathrm{~kg}$', '$9 \\mathrm{~kg}$', '$10 \\mathrm{~kg}$', '$11 \\mathrm{~kg}$']",images/611.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1254x480 at 0x7CE8DAC4E5D0>,E,,2,algebra
612,"Steven wants to write each of the digits $2,0,1$ and 9 into the boxes of this addition:
<image1>
He wants to obtain the biggest result possible. Which digit does he have to use for the single-digit number?","['either 0 or 1', 'either 0 or 2', 'only 0', 'only 1', 'only 2']",images/612.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=540x146 at 0x7CE8DAC4EE10>,A,,2,algebra
613,"A full glass of water weighs 400 grams. An empty glass weighs 100 grams.
<image1>
How much does a half-full glass of water weigh?","['$150 \\mathrm{~g}$', '$200 \\mathrm{~g}$', '$225 \\mathrm{~g}$', '$250 \\mathrm{~g}$', '$300 \\mathrm{~g}$']",images/613.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=702x254 at 0x7CE8DAC4F4D0>,D,,2,algebra
614,"The pictures show how much 2 pieces of fruit cost altogether.
<image1>","['8 Taler', '9 Taler', '10 Taler', '11 Taler', '12 Taler']",images/614.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1758x412 at 0x7CE8DAC4FD10>,D,,2,algebra
615,"Each shape represents exactly one digit. The sum of the digits in each row is stated on the right hand-side of each row.
<image1>
Which digit does the star <image2> stand for?",[],images/615.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=319x369 at 0x7CE8DAC583D0>,6,,2,algebra
616,"Anna uses 32 small grey squares to frame a $7 \mathrm{~cm}$ by $7 \mathrm{~cm}$ big picture. How many small grey squares does she have to use to frame a $10 \mathrm{~cm}$ by $10 \mathrm{~cm}$ big picture?
<image1>",[],images/616.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=371x368 at 0x7CE8DAC58A50>,44,,2,combinatorial geometry
617,"Six paper strips are used to weave a pattern (see diagram). What do you see when you look at the pattern from behind?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/617.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1720x683 at 0x7CE8DAC590D0>,C,,5,descriptive geometry
618,"Marta sticks several triangles on top of each other and makes a star that way. What is the minimum number of triangles she has used?
<image1>",[],images/618.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=393x293 at 0x7CE8DAC59710>,3,,2,combinatorial geometry
619,"From above, the corridor of a school looks like in the diagram. A cat walks along the dotted line drawn in the middle of the room. How many meters does the cat walk?
<image1>","['$75 \\mathrm{~m}$', '$77 \\mathrm{~m}$', '$79 \\mathrm{~m}$', '$81 \\mathrm{~m}$', '$83 \\mathrm{~m}$']",images/619.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=772x417 at 0x7CE8DAC59D90>,E,,3,metric geometry - length
620,"A mushroom grows up every day. For five days Maria took a picture of this mushroom, but she wrongly ordered the photos beside. What is the sequence of photos that correctly shows the mushroom growth, from left to right?
<image1>","['2-5-3-1-4', '2-3-4-5-1', '5-4-3-2-1', '1-2-3-4-5', '2-3-5-1-4']",images/620.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1348x358 at 0x7CE8DAC5A5D0>,A,,3,combinatorics
622,"Which of the following pictures can you NOT do with all the pieces beside?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/622.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1720x743 at 0x7CE8DAC5B350>,C,,2,combinatorial geometry
623,"Eli drew a board on the floor with nine squares and wrote a number on each of them, starting from 1 and adding 3 units to each new number he wrote, until he filled the board. In the picture, three of the numbers that Eli wrote appear. Which number below can be one of the numbers she wrote in the colored box?
<image1>","['10', '14', '17', '20', '22']",images/623.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=253x246 at 0x7CE8DAC5BB50>,E,,2,logic
624,"Paulo took a rectangular sheet of paper, yellow on one side and green on the other side and, with several folds shown in the dotted lines in the figure below, made a little paper plane. To give the airplane a charm, Paulo made a circular hole, marked on the last figure.
<image1>
After playing a lot with the plane, Paulo unfolded the sheet and realized that there were several holes in it. How many holes did he count?",[],images/624.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1464x448 at 0x7CE8DAC601D0>,8,,5,descriptive geometry
